/Users/rishubbhatia/miniforge3/envs/games/lib/python3.10/site-packages/gymnasium/core.py:311: UserWarning: [33mWARN: env.seed to get variables from other wrappers is deprecated and will be removed in v1.0, to get this variable you can do `env.unwrapped.seed` for environment variables or `env.get_wrapper_attr('seed')` that will search the reminding wrappers.
  logger.warn(
Using cpu device
Step: 1, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 2, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 3, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 4, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 5, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 6, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 7, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 8, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 9, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 10, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 11, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 12, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 13, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 14, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 15, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 16, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 17, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 18, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 19, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 20, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 21, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 22, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 23, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 24, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 25, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 26, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 27, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 28, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 29, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 120, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 130, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 135, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 150, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 150, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 155, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 150, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 150, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 145, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 150, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 150, Done: False
----------------------------
| time/              |     |
|    fps             | 106 |
|    iterations      | 1   |
|    time_elapsed    | 1   |
|    total_timesteps | 128 |
----------------------------
Step: 30, Action: 2, Reward: -1.5, Position: 155, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 150, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 145, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 135, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 130, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 135, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 130, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 135, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 140, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 135, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 130, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 125, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 125, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 120, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 120, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 125, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 120, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 120, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 120, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 115, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 110, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 115, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 110, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 115, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 120, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 115, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 115, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 110, Done: False
Step: 30, Action: 0, Reward: -0.5, Position: 110, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 105, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 110, Done: False
Step: 30, Action: 1, Reward: 0.5, Position: 105, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 110, Done: False
Step: 30, Action: 2, Reward: -1.5, Position: 115, Done: False
Step: 0, Action: 2, Reward: -11.5, Position: 145, Done: False
Step: 1, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 2, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 3, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 4, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 5, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 6, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 7, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 8, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 9, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 10, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 11, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 12, Action: 2, Reward: -0.5, Position: 145, Done: False
Step: 13, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 14, Action: 0, Reward: -0.5, Position: 145, Done: False
Step: 15, Action: 1, Reward: -0.5, Position: 145, Done: False
Step: 16, Action: 1, Reward: -0.5, Position: 145, Done: False
